,T,M,chi,C
0,1.7,0.96965,0.0667423764703928,0.33778042906574457
1,1.768421052631579,0.961925,0.09228837767842706,0.38965872058354634
2,1.8368421052631578,0.951875,0.11492209885380623,0.4473037777932849
3,1.9052631578947368,0.9376125,0.15388939647793773,0.5257052885748296
4,1.9736842105263157,0.925925,0.1777925304001076,0.5789109491982241
5,2.042105263157895,0.9122375,0.2120551302192511,0.616616612578382
6,2.110526315789474,0.8951125,0.2408417245014896,0.6619991176609608
7,2.1789473684210527,0.8666,0.30488163671529334,0.7601594224777706
8,2.2473684210526317,0.8561875,0.329991482728675,0.752504164400616
9,2.3157894736842106,0.829325,0.37374757931859226,0.7960069970609506
10,2.3842105263157896,0.8035375,0.40500399056337916,0.8237498807118595
11,2.4526315789473685,0.78395,0.42377272188888476,0.8119781977011914
12,2.5210526315789474,0.7596625,0.44643303491699127,0.8164499753357076
13,2.5894736842105264,0.731975,0.47235528882161243,0.8017581108962912
14,2.6578947368421053,0.70985,0.4854058447528884,0.7775730130928342
15,2.7263157894736842,0.686625,0.49834203185364695,0.7491790200503867
16,2.794736842105263,0.6655,0.4967394350285757,0.716525684105248
17,2.863157894736842,0.6409875,0.4985702675094539,0.6981122019761026
18,2.931578947368421,0.623225,0.47784815457832475,0.6422441100889934
19,3.0,0.59735,0.4810558800001908,0.5997431988888889
