,T,colength
0,2.0,5.244892906283989
1,2.0833333333333335,4.609654707196334
2,2.1666666666666665,3.968201426376349
3,2.25,3.566369712630863
4,2.3333333333333335,3.1409257968766013
5,2.4166666666666665,2.965445527561568
6,2.5,2.5973595307845696
7,2.583333333333333,2.3051984581676637
8,2.6666666666666665,2.194127002698065
9,2.75,2.011137247204398
