,T,M,chi,C
0,1.7,0.96925,0.05783397058813504,0.22031451903114188
1,1.768421052631579,0.96805,0.05791425624990252,0.21015720393990883
2,1.8368421052631578,0.96325,0.06168072349561623,0.23046430160672
3,1.9052631578947368,0.95865,0.06847385331484017,0.23702382210555223
4,1.9736842105263157,0.9493,0.07980914026660199,0.2645469610666671
5,2.042105263157895,0.94835,0.07944208994839085,0.24810955638218696
6,2.110526315789474,0.93565,0.09274289002489221,0.28705101077729567
7,2.1789473684210527,0.9303,0.09755519710140977,0.2873793539172447
8,2.2473684210526317,0.9193,0.10712531053861422,0.31132649186909356
9,2.3157894736842106,0.91405,0.109401304772706,0.31345588231404947
10,2.3842105263157896,0.90895,0.11405854768210211,0.30860385881710845
11,2.4526315789473685,0.8988,0.11915129957080928,0.32462122227338824
12,2.5210526315789474,0.891,0.1265645929018773,0.32478074338936835
13,2.5894736842105264,0.8873,0.12542890162601833,0.315034217661445
14,2.6578947368421053,0.87165,0.13717816019803344,0.3319184600098033
15,2.7263157894736842,0.8663,0.13721713436295316,0.334133002429898
16,2.794736842105263,0.8638,0.13811613107346482,0.3128307870095509
17,2.863157894736842,0.8539,0.13943316250002694,0.32282136137543244
18,2.931578947368421,0.83855,0.15064768779177654,0.32953157104132486
19,3.0,0.8318,0.15054501333337306,0.32086215111111116
