,T,M,chi,C
0,1.7,0.96933828125,0.14913630432110547,0.3742834247404452
1,1.768421052631579,0.96196015625,0.09402071177979685,0.39674350366652206
2,1.8368421052631578,0.95009375,0.14569549785103866,0.48691675446783267
3,1.9052631578947368,0.9370640625,0.21549095340016974,0.5635653385046664
4,1.9736842105263157,0.9207125,0.277707630264869,0.6465927141115625
5,2.042105263157895,0.8976359375,0.44438264801690924,0.7835088363198475
6,2.110526315789474,0.86368359375,0.8864032135460844,0.9454736305958228
7,2.1789473684210527,0.82105546875,1.5680869806038922,1.1727473967358586
8,2.2473684210526317,0.7365296875,3.87435456412521,1.4649692389567515
9,2.3157894736842106,0.661859375,4.799926791194035,1.493276404901847
10,2.3842105263157896,0.52685234375,6.3592580809228085,1.4671517291392484
11,2.4526315789473685,0.46483984375,5.696028498944126,1.2502854251318667
12,2.5210526315789474,0.3609125,4.881065476722605,0.9869491419251076
13,2.5894736842105264,0.30599921875,3.8455323558849286,0.801752512308473
14,2.6578947368421053,0.2706234375,3.38807774233922,0.7103329159886246
15,2.7263157894736842,0.2475265625,2.654799325639498,0.5991712009173137
16,2.794736842105263,0.21940859375,2.143295455711523,0.5234838999640038
17,2.863157894736842,0.19856484375,1.8249364349408246,0.4686485651458415
18,2.931578947368421,0.18110703125,1.547901373734875,0.4276584278577441
19,3.0,0.17152421875,1.351294187447951,0.40300109159722153
